"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At","Artist Genres","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature","Album Genres","Label","Copyrights"
"spotify:track:5QtQFSdyZEl0w4iDxAyv76","Namo Namo","spotify:artist:7HCqGPJcQTyGJ2yqntbuyr","Amit Trivedi","spotify:album:7lF34sP6HtRAL7VEMvYHff","Kedarnath","spotify:artist:7HCqGPJcQTyGJ2yqntbuyr","Amit Trivedi","2018-11-27","https://i.scdn.co/image/ab67616d0000b2738c72151621d5c60ed768d010","1","1","322250","https://p.scdn.co/mp3-preview/22d3aa8a02d21594a8750efb78c84608a9b699e7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","desi pop,filmi,modern bollywood","0.648","0.711","4","-6.216","1","0.0304","0.436","0","0.121","0.33","119.935","4","","Zee Music Company","C 2018 Zee Music Company, P 2018 Zee Music Company"
"spotify:track:5KCvFKy39WXTnsiOoIqEla","Hanuman Chalisa","spotify:artist:1dVygo6tRFXC8CSWURQJq2","Sonu Nigam","spotify:album:6XSTRDj8BVPa3XcjrXV1gZ","Haidakhandi - Aarti & Bhajans","spotify:artist:1dVygo6tRFXC8CSWURQJq2","Sonu Nigam","2016-04-13","https://i.scdn.co/image/ab67616d0000b273c466d994567777285d914071","1","11","483591","https://p.scdn.co/mp3-preview/4178dac29c1d04c50d739cb785672e1feaa1de84?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","desi pop,filmi,modern bollywood","0.47","0.405","11","-12.584","0","0.0598","0.701","0","0.109","0.426","104.704","4","","Haidakhan Samaj","C (C) 2016 OKListen Media"
"spotify:track:6noNPbN7CDcTxohDskSRTB","Achutum Kesevam","spotify:artist:0LeihSBwZC2MrBVvjzEhy6","Shivali","spotify:album:67kUmyo7vKrnf7HKTorHH8","The Bhajan Project","spotify:artist:0LeihSBwZC2MrBVvjzEhy6","Shivali","2010-11-18","https://i.scdn.co/image/ab67616d0000b2731a41ab1dd6f87f33753e8229","1","3","194533","https://p.scdn.co/mp3-preview/c0eed9a4bdcc639822693f916c9bfd8de31abb9e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","","0.732","0.716","2","-5.604","1","0.0407","0.424","0","0.301","0.599","89.947","4","","Sony Music Entertainment","P (P) 2010 Sony Music Entertainment India Pvt. Ltd."
"spotify:track:1KsszCPKYJAJ6EAKIpLo8s","Sri Ramchandra Kripalu Bhajman","spotify:artist:3kzGeGPP5gd5KAMm6QggHV","Anup Jalota","spotify:album:1rql1oUF5qMcpDrm756LE1","Shree Ram Bhajan","spotify:artist:3kzGeGPP5gd5KAMm6QggHV","Anup Jalota","2016-09-29","https://i.scdn.co/image/ab67616d0000b273f84303a733b311444d4eba05","1","9","318786","https://p.scdn.co/mp3-preview/10462b4de805ef665b1e180a23edc7c06e5fffe0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","bhajan,classic bollywood,filmi,ghazal","0.64","0.492","6","-9.308","1","0.039","0.543","0.00000132","0.0953","0.796","149.901","1","","Myuzic Entertainment","C (C) 2016 Myuzic Entertainment"
"spotify:track:0rqxKvWQMF2tlfBrrpxM0l","Govind Bolo Hari Gopal Bolo","spotify:artist:3ZFpN9rFHLxElJpqyABkMt","Kishore Manraja","spotify:album:7jLlDAVOA0QAoN9lBvNE38","Radhey Govind (Shree Krishna Bhajans)","spotify:artist:3ZFpN9rFHLxElJpqyABkMt","Kishore Manraja","2014-07-10","https://i.scdn.co/image/ab67616d0000b273f61c1a0f9718398e1fa4a90e","1","1","343745","https://p.scdn.co/mp3-preview/04f9820561a8e021354fd743f9727709f4ecc0a2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","41","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","gujarati garba,mantra","0.401","0.651","3","-8.292","1","0.0609","0.76","0.0000197","0.0473","0.496","84.439","4","","Video Palace","C Video Palace, P Video Palace"
"spotify:track:44BrUlJvqtOHG2xXcOoChc","Jai Krishna Kunj Vihari","spotify:artist:1HGMG8RHvcu1mfdM9MeTek","Sadhana Sargam","spotify:album:61TNhP9SvxKqXikDtQmNFT","Sri Sathya Sai Namsankirtan","spotify:artist:70B80Lwx2sxti0M1Ng9e8K","Udit Narayan","2012-05-07","https://i.scdn.co/image/ab67616d0000b2731364cb82818923e9514880ec","1","7","200881","https://p.scdn.co/mp3-preview/33279253ae2bfefc3b0c14350d51555032aea27a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","23","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","classic bollywood,filmi,modern bollywood,tamil pop","0.436","0.587","4","-7.454","1","0.0604","0.461","0","0.11","0.869","111.938","4","","Times Music","C © 2012 Sri Sathya Sai Book And Publications Trust India, P ℗ 2012 Times Music"
"spotify:track:2I1nFkTHlhmN89nzYpqAo1","Mithe Ras Se","spotify:artist:6nAVJkZZ55jorZmO5bpezv","Falguni Pathak","spotify:album:43R969k1l511yPW4NFGo1y","Arpan (Vallabh Ke Charnarvind )","spotify:artist:6nAVJkZZ55jorZmO5bpezv","Falguni Pathak","2001-01-01","https://i.scdn.co/image/ab67616d0000b273cba238591410425c4421ed2b","1","8","511413","","false","33","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","classic bollywood,desi pop,filmi,modern bollywood","0.46","0.337","0","-13.53","1","0.114","0.59","0","0.122","0.752","86.526","4","","Universal Music India Pvt Ltd.","C © 2001 Universal Music India Pvt. Ltd., P ℗ 2001 Universal Music India Pvt. Ltd."
"spotify:track:2ifsTVDxbc3BGBPEwrOez5","Shivoham","spotify:artist:0yl2Dss8OxbolyTnWFqKbi","Singers of the Art of Living","spotify:album:1YIp5NKAM9vdbt2uB4uai3","Sacred Chants of Shiva","spotify:artist:27LEEAsh323Y6mEx4B1Z9C","Craig Pruess and the Singers of the Art of Living","2000-01-01","https://i.scdn.co/image/ab67616d0000b27306cb812fb8315987197de35c","1","3","389693","https://p.scdn.co/mp3-preview/fe2f4607fd950a4024774d53d0e80b3d8ea235f4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","kirtan","0.172","0.24","5","-15.917","1","0.038","0.933","0.00000572","0.307","0.153","114.542","5","","Heaven on Earth Music Limited","C 2000 Heaven on Earth Music Limited, P 2000 Heaven on Earth Music Limited"
"spotify:track:0IurbCfDTDDKAVyBR9Jy7x","Jag Mein Sundar Hai Do Naam","spotify:artist:0LeihSBwZC2MrBVvjzEhy6","Shivali","spotify:album:67kUmyo7vKrnf7HKTorHH8","The Bhajan Project","spotify:artist:0LeihSBwZC2MrBVvjzEhy6","Shivali","2010-11-18","https://i.scdn.co/image/ab67616d0000b2731a41ab1dd6f87f33753e8229","1","2","223506","https://p.scdn.co/mp3-preview/7d2c266968cad355e971d7bb0d5efcb54421c67e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","26","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","","0.747","0.884","7","-5.083","1","0.0411","0.63","0.00000756","0.104","0.863","141.988","4","","Sony Music Entertainment","P (P) 2010 Sony Music Entertainment India Pvt. Ltd."
"spotify:track:3DVQnrqH68yv3tVA85Ufap","Hey Ram Hey Ram","spotify:artist:3kzGeGPP5gd5KAMm6QggHV","Anup Jalota","spotify:album:7xZ3tAeOVXbHeVxRgsaJaO","Diwali Essentials","spotify:artist:3kzGeGPP5gd5KAMm6QggHV","Anup Jalota","2018-10-31","https://i.scdn.co/image/ab67616d0000b273af1573753c70a66b500c6e2d","1","6","1748845","https://p.scdn.co/mp3-preview/bc1ffc7ba3242aec27affb6217518017faa7ffbd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","bhajan,classic bollywood,filmi,ghazal","0.609","0.548","4","-10.364","1","0.0282","0.552","0","0.0722","0.714","90.009","4","","Times Music","C © 2018 Nupur Audio, P ℗ 2018 Nupur Audio"
"spotify:track:1cbNlsmz8LeP0trvXRe9N4","Mangalbhawan Amangalhari (Ramayan Chaupaiyaan)","spotify:artist:3kzGeGPP5gd5KAMm6QggHV","Anup Jalota","spotify:album:7xZ3tAeOVXbHeVxRgsaJaO","Diwali Essentials","spotify:artist:3kzGeGPP5gd5KAMm6QggHV","Anup Jalota","2018-10-31","https://i.scdn.co/image/ab67616d0000b273af1573753c70a66b500c6e2d","1","8","351490","https://p.scdn.co/mp3-preview/0d0a72e1d70116604175884797f31a860e51cbf2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","bhajan,classic bollywood,filmi,ghazal","0.61","0.606","0","-6.295","1","0.0308","0.311","0","0.115","0.639","82.522","4","","Times Music","C © 2018 Nupur Audio, P ℗ 2018 Nupur Audio"
"spotify:track:6D2zGOrNEi72PkqhkLTw4r","Padharo He Pramukhraj","spotify:artist:0w4e7HVbqAHFPN6VkIlvhe","Suresh Wadkar","spotify:album:6Tmh1ikGyEePaN0oqppMCk","Sarangpurma Vahalo Pragat Biraje - BAPS","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2016-06-24","https://i.scdn.co/image/ab67616d0000b273edc62016527e7a5a8a46034c","1","15","412440","https://p.scdn.co/mp3-preview/011c47589627a225f1254474021360dfc7ce62d7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","17","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","bhajan,classic bollywood,desi pop,filmi,ghazal,modern bollywood","0.496","0.569","5","-10.02","0","0.123","0.57","0","0.141","0.733","103.99","3","","Baps Swaminarayan Sanstha","C 2016 Swaminarayan Aksharpith, P 2016 Swaminarayan Aksharpith"
"spotify:track:2wQl7F0Zw2LI6J4VcYcsNk","Bolo Bolo","spotify:artist:4tNu5NPtqLbnG90ew6QUpb","Vikram Hazra","spotify:album:6mxbG8D3mWcsf5fLY8stma","Shanakra","spotify:artist:4tNu5NPtqLbnG90ew6QUpb","Vikram Hazra","2007","https://i.scdn.co/image/ab67616d0000b27300f5315c85b3a941ed841cee","1","5","284956","https://p.scdn.co/mp3-preview/b95099223b60c97cc69888bb938fc6dbed4b2fa1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","22","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","bhajan,mantra","0.447","0.341","2","-17.58","0","0.0388","0.377","0","0.124","0.561","97.882","4","","Vikram Hazra","C 2007 Vikram Hazra, P 2007 Vikram Hazra"
"spotify:track:2Ea1N4KwAo8aFV8K3L0tRy","Rama, Rama, Rama Bhajo","spotify:artist:57xwSzlMTKMteOy00wCHn0","Bhimsen Joshi\, Umakant & Ramakant Gundecha","spotify:album:5uaAsRE74JfMTyLQ2psBUR","Bhaktimala - Rama Volume 1","spotify:artist:57xwSzlMTKMteOy00wCHn0","Bhimsen Joshi\, Umakant & Ramakant Gundecha","1991","https://i.scdn.co/image/ab67616d0000b273f312ad4363df8304b6fe7792","1","1","409067","https://p.scdn.co/mp3-preview/479a0f079e1f366a741ff0421e0abf32281a0870?cid=9950ac751e34487dbbe027c4fd7f8e99","false","17","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","","0.567","0.431","6","-12.131","0","0.0274","0.271","0","0.0509","0.565","99.812","4","","Living Media India Limited","C 1991 Living Media India Limited"
"spotify:track:5Se9PXWc57LRT0zthjI5cG","Woh Kisna Hai","spotify:artist:19MVxKZZdPj2X0F8pi0OCT, spotify:artist:04Z0eGz8f3oRz1AolSNtvf, spotify:artist:0w1zspBrCXnMx8CcB1WR31","Sukhwinder Singh, Ayesha Darbar, S. P. Sailaja","spotify:album:17RWh0VqIZTUR0LmA6g7gw","Kisna (Original Motion Picture Soundtrack)","spotify:artist:3r4HOyyBpGvNIyajw3mcER","Ismail Darbar","2005-01-21","https://i.scdn.co/image/ab67616d0000b273476952a677b4043a8f12e5ff","1","15","357186","https://p.scdn.co/mp3-preview/07a9911a55182f685f4eafad5951afa765638fe0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","classic bollywood,desi pop,filmi,modern bollywood,filmi","0.649","0.525","10","-11.94","1","0.0665","0.245","0.000012","0.17","0.494","101.987","4","","Tips Industries Ltd","C © 2005 Tips Music under exclusive license to ADA / Warner Music, P ℗ 2005 Tips Music under exclusive license to ADA / Warner Music"
"spotify:track:3ZziJElZDohG9ufvtgeAWq","Radha Rani Lage","spotify:artist:377MjbmPO6WvxAs3a9ET1I","Suprabha KV","spotify:album:43DpulfEYAOJlLpMdoywuY","Radha Rani Lage","spotify:artist:377MjbmPO6WvxAs3a9ET1I","Suprabha KV","2020-05-29","https://i.scdn.co/image/ab67616d0000b2733eea0d60f7eb6e6e3eb3e068","1","1","299000","https://p.scdn.co/mp3-preview/7bbb1170ff0273d97a1272344919e66c9d721504?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","","0.696","0.469","9","-8.69","0","0.0544","0.725","0.0000327","0.161","0.273","81.942","4","","2014679 Records DK","C 2020 2014679 Records DK, P 2020 2014679 Records DK"
"spotify:track:3Pmlx2PFC59iJQeIHY8ZnL","Radha Krishna Naamawali Chant","spotify:artist:5Nfs3z1NSsrI3wxInUl6v8, spotify:artist:1EvOUhTAj2KkI9d6tD5WwH, spotify:artist:5QXJKniLYoFuP4yt7pBq8k, spotify:artist:19fY1cVarzcOtxlvnWFofq","Mohit Lalwani, Akanksha. B, Keshav. K, Anant. B","spotify:album:6KzDi7eFaDpQpBFxOuYGB9","Radha Krishna Naamawali Chant - Single","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2019-12-24","https://i.scdn.co/image/ab67616d0000b2730cff1d80d0c72e86573c8da6","1","1","502636","https://p.scdn.co/mp3-preview/cd5af7c5aa3ab56a3e310fc5d5a4183984609e46?cid=9950ac751e34487dbbe027c4fd7f8e99","false","48","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","","0.694","0.524","4","-11.49","1","0.0312","0.751","0","0.0854","0.347","110.013","1","","Ml Records","C (C) 2019 Ml Records, P (P) 2019 Ml Records"
"spotify:track:4x1d7kxeT9lhrthRft9gPm","Tum Prem Ho","spotify:artist:5ddpqtwe0AL69Xh7gX1T5E","Brown Wang","spotify:album:5kofZY6uVpHnxUzxslgAMR","Tum Prem Ho","spotify:artist:5ddpqtwe0AL69Xh7gX1T5E","Brown Wang","2020-11-27","https://i.scdn.co/image/ab67616d0000b273856a17e250c632cdb4a1e56f","1","1","102570","https://p.scdn.co/mp3-preview/d8867aaac5ecb47ba7513d8375caac461468937f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","","0.784","0.3","2","-10.758","1","0.0412","0.583","0.000623","0.0844","0.401","119.988","1","","BWM","C 2020 Brown Wang, P 2020 Brown Wang"
"spotify:track:58SIEtTjWErr0yEXVBKxvd","Shri Krishna Govind Hare Murari","spotify:artist:1tqysapcCh1lWEAc9dIFpa","Jubin Nautiyal","spotify:album:5xP2BlyCzAs93O5onwuw3S","Shri Krishna Govind Hare Murari","spotify:artist:1tqysapcCh1lWEAc9dIFpa","Jubin Nautiyal","2020-08-07","https://i.scdn.co/image/ab67616d0000b273671688fecb68803a14be89ad","1","1","153002","https://p.scdn.co/mp3-preview/1a4cec89f3f523ee857097e99d335d5f406f14cd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","desi pop,filmi,modern bollywood","0.59","0.632","7","-7.996","1","0.0376","0.301","0","0.169","0.345","110","4","","T-Series","C 2020 Super Cassettes Industries Private Limited, P 2020 Super Cassettes Industries Private Limited"
"spotify:track:0sWZQOg42zQLkN4TPlSeNx","Krishna Flute","spotify:artist:1OkllYJdJMm0i9UrLdbK4P","Taal Music","spotify:album:3QLgjEng7hyut1Shbhv2qa","Krishna Flute","spotify:artist:1OkllYJdJMm0i9UrLdbK4P","Taal Music","2010-06-15","https://i.scdn.co/image/ab67616d0000b273ac050857b00391596e53f9bc","1","1","447680","","false","0","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","","0.208","0.437","11","-10.45","1","0.0411","0.504","0.00135","0.149","0.256","83.875","4","","Taal Music","C 2020 Taal Music, P 2020 Taal Music"
"spotify:track:4lOM4UQ95n25pHYw8weMcL","Sojugada Sooju Mallige Live - Live","spotify:artist:07dLDdQaGtCzRksu1phXbG, spotify:artist:5m7Oh4W0dgcdmxqdlc2WSk","Sounds of Isha, Ananya Bhat Live","spotify:album:23g9fvXaJpRt13d3PcCQzk","Live at Mahashivratri 2020","spotify:artist:07dLDdQaGtCzRksu1phXbG","Sounds of Isha","2020-03-01","https://i.scdn.co/image/ab67616d0000b27337c643197cc66cfa028234b2","1","1","572949","https://p.scdn.co/mp3-preview/58e1250ac2906661034a96779f9e51b2ff677f6e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","31","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","sound","0.473","0.248","0","-10.044","1","0.0291","0.0926","0.00464","0.111","0.0786","117.091","1","","Sounds of Isha","C 2020 Sounds of Isha, P 2020 Sounds of Isha"
"spotify:track:2FJogCUuqj3uDTbty6FOey","Shree Krishna Govind Hare Murari","spotify:artist:2yis41rltks0pQr6nCBAD6","Maanya Arora","spotify:album:3nJQ2UDkicOW1l8JHJqO8z","Shree Krishna Govind Hare Murari","spotify:artist:2yis41rltks0pQr6nCBAD6","Maanya Arora","2020-02-17","https://i.scdn.co/image/ab67616d0000b273f8f2b3ba29d1db6528b94d3c","1","1","328167","https://p.scdn.co/mp3-preview/05939c5083ca41439f96bdec2a51e13517d4fe95?cid=9950ac751e34487dbbe027c4fd7f8e99","false","51","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","bhajan","0.476","0.393","1","-5.207","1","0.032","0.889","0","0.116","0.295","112.976","5","","Pehchan Music","C 2020 Pehchan Music, P 2020 Pehchan Music"
"spotify:track:4U188KM6935d46U2wmTnC3","Radha Ne Shyam 2.0","spotify:artist:1mBydYMVBECdDmMfE2sEUO, spotify:artist:30wJusyU4fVHzMW3m8Zodc","Sachin-Jigar, Sachin Sanghvi","spotify:album:2ZsgxOD5sNxg04BOYewoMK","Radha Ne Shyam 2.0","spotify:artist:1mBydYMVBECdDmMfE2sEUO","Sachin-Jigar","2020-10-12","https://i.scdn.co/image/ab67616d0000b2739e2d1bcdb5f3600f2c2ac201","1","1","281470","https://p.scdn.co/mp3-preview/c43131dd7c979045557df9ca8794782ab20a0f7f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","42","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","desi pop,filmi,gujarati pop,modern bollywood,gujarati pop","0.424","0.632","2","-7.817","1","0.0301","0.169","0","0.0609","0.552","130.093","3","","Sachin Jigar","C 2020 Sachin Jigar, P 2020 Sachin Jigar"
"spotify:track:5Yk5pn38SvDWN0cIv3lLNz","Govind Bolo","spotify:artist:1tqysapcCh1lWEAc9dIFpa","Jubin Nautiyal","spotify:album:5T6kBGJNQyXFUUy22I1AEz","Govind Bolo","spotify:artist:1tqysapcCh1lWEAc9dIFpa","Jubin Nautiyal","2020-05-20","https://i.scdn.co/image/ab67616d0000b27311ca6f81237d21ffc41e42e1","1","1","150139","https://p.scdn.co/mp3-preview/8d69ec51022fe5464973c78672d9dcbc45b67285?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","desi pop,filmi,modern bollywood","0.495","0.484","2","-10.923","1","0.0391","0.313","0","0.104","0.592","126.632","5","","T-Series","C 2020 Super Cassettes Industries Private Limited, P 2020 Super Cassettes Industries Private Limited"
"spotify:track:0xeVSsk4Zm0uMlnZzcWeMR","Shyam Teri Bansi","spotify:artist:377MjbmPO6WvxAs3a9ET1I","Suprabha KV","spotify:album:2L1rXmoPMJFecd7qcWcdjK","Shyam Teri Bansi","spotify:artist:377MjbmPO6WvxAs3a9ET1I","Suprabha KV","2020-06-08","https://i.scdn.co/image/ab67616d0000b273008c4f01cba3bb0b0a253bca","1","1","264000","https://p.scdn.co/mp3-preview/c6e695f17fc8210aeda443a3db2a2634c1cfe2b7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","29","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","","0.783","0.699","4","-5.416","1","0.0296","0.227","0.000179","0.107","0.491","119.97","3","","2014679 Records DK","C 2020 2014679 Records DK, P 2020 2014679 Records DK"
"spotify:track:4JRtNMiCcMnFFetb6mzKzT","Aigiri Nandini - Rock Version","spotify:artist:4ek885GWnCLQXbndsVYGMa, spotify:artist:0Xv6dy2BSYxlavHtPG9Xab, spotify:artist:28g36Zr5tXlIJVV966z2bn","Sowrabha, Samarthan, Ramprakash","spotify:album:0nBozQ9y6JnlVvTpeMPG4S","Aigiri Nandini (Rock Version)","spotify:artist:4ek885GWnCLQXbndsVYGMa","Sowrabha","2016-09-14","https://i.scdn.co/image/ab67616d0000b273ec14a4f2a4ff38d5fe662edb","1","1","296402","https://p.scdn.co/mp3-preview/023930ec0cf6247834a97898e3387dc3e4a6550e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","","0.602","0.713","9","-12.404","1","0.0414","0.0325","0","0.106","0.712","139.948","4","","Strings Entertainment","C 2016 Strings Entertainment, P 2016 Strings Entertainment"
"spotify:track:7wnaVdstfddbF8P40ZJ3dN","Manmohana Mora Krishna - Lounge","spotify:artist:2TXP3K0LaSlQZVjhqtteI6","Jitesh","spotify:album:0OToHMHTKOEicEsENSpN56","Manmohana Mora Krishna","spotify:artist:2TXP3K0LaSlQZVjhqtteI6","Jitesh","2011-08-18","https://i.scdn.co/image/ab67616d0000b273db087bd88b4c96311492db8b","1","1","384609","https://p.scdn.co/mp3-preview/597cb096d7a43bc784ebd547858e739b8faed355?cid=9950ac751e34487dbbe027c4fd7f8e99","false","26","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","","0.637","0.6","11","-8.469","0","0.0282","0.624","0.00814","0.0777","0.417","105.007","4","","HAMARA MUSIC","C Hamara Music, P Hamara Music"
"spotify:track:18hqAVCZI9erE46gsRTalF","Namaste Sada vatsale Musical Prayer","spotify:artist:659GmQC8hPJlc7IBrVtCIG","Akshay Pandya","spotify:album:0HZxjLM1m9QFpiRb9MTOv7","Namaste Sada vatsale Musical Prayer","spotify:artist:659GmQC8hPJlc7IBrVtCIG","Akshay Pandya","2018-01-01","https://i.scdn.co/image/ab67616d0000b27374411a9af36e8dbfa17e38a4","1","1","217352","https://p.scdn.co/mp3-preview/c6c2ce0fd087cae4a1656736f2c7af884d90f91a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","","0.606","0.566","4","-8.717","0","0.0437","0.446","0","0.0897","0.574","151.953","3","","akshay pandya","C 2018 Akshay Pandya, P 2018 Akshay Pandya"
"spotify:track:4vofq97dxfInta8oMulOE8","Guru Ashtakam (Tatah Kim)","spotify:artist:377MjbmPO6WvxAs3a9ET1I","Suprabha KV","spotify:album:2E6NFOl39c7Elj4kVsrEIE","Guru Ashtakam (Tatah Kim)","spotify:artist:377MjbmPO6WvxAs3a9ET1I","Suprabha KV","2020-05-06","https://i.scdn.co/image/ab67616d0000b273c7619262c56fa04d68f2500a","1","1","231235","https://p.scdn.co/mp3-preview/6eff64350139fe9276a62611030e0db20c21099c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","18","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","","0.624","0.452","1","-5.186","1","0.117","0.785","0","0.0983","0.267","130.179","3","","2014679 Records DK","C 2020 2014679 Records DK, P 2020 2014679 Records DK"
"spotify:track:0fxglD52oLxhKpVv2od1x9","Adiyogi (The Source of Yoga)","spotify:artist:4oVMLzAqW6qhRpZWt8fNw4","Kailash Kher","spotify:album:3EFeRwFGHZUDAB2yFAXwYy","Adiyogi (The Source of Yoga)","spotify:artist:4oVMLzAqW6qhRpZWt8fNw4","Kailash Kher","2017-02-19","https://i.scdn.co/image/ab67616d0000b27343f9092d5e5e771702f413ea","1","1","393219","https://p.scdn.co/mp3-preview/1a2b00ca63f064c73596e7567299f030bfc75124?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","desi pop,filmi,indian folk,modern bollywood,sufi","0.611","0.512","11","-12.533","0","0.0361","0.3","0.000851","0.219","0.263","99.987","1","","Sounds of Isha","C 2017 Isha Foundation, P 2017 Isha Foundation"
"spotify:track:4ZaKKDUfPI9hXxMvHkJIjf","Shiv Tandav Stotram","spotify:artist:0ivZyfIHsCjQGS5OqHt3hA","Agam Aggarwal","spotify:album:04HJOw7ogAaL7RbMMdefTt","Shiv Tandav Stotram","spotify:artist:0ivZyfIHsCjQGS5OqHt3hA","Agam Aggarwal","2019-07-26","https://i.scdn.co/image/ab67616d0000b273acdc5017792d71f65fb2ef1e","1","1","624489","https://p.scdn.co/mp3-preview/edec86369c8bfc3b4175ba1786f290f6d27b46dc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","34","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","","0.434","0.638","5","-9.082","0","0.166","0.236","0","0.111","0.298","97.95","4","","1805292 Records DK","C 2020 1805292 Records DK, P 2020 1805292 Records DK"
"spotify:track:7z3eWCgWfL3pXbElKfWE1z","Karpur Gauram","spotify:artist:07mqL75cnHcpiu3f8vKgYn","Maati Baani","spotify:album:3u9w8JYY0u6W3bPNc48y9l","Karpur Gauram","spotify:artist:07mqL75cnHcpiu3f8vKgYn","Maati Baani","2020-04-27","https://i.scdn.co/image/ab67616d0000b273001c7afa5f1bbe00d82502d3","1","1","269348","https://p.scdn.co/mp3-preview/dcbce57fc0527825890fd5bd6b9d66167ab59cca?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:42:03Z","indian folk","0.399","0.769","1","-7.288","0","0.0676","0.316","0.025","0.445","0.375","111.995","4","","Maati Baani","C 2020 Maati Baani, P 2020 Maati Baani"
