"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At","Artist Genres","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature","Album Genres","Label","Copyrights"
"spotify:track:2BBvl9KoSclCShK6C6WVSN","Raam Tara Uncha Che Dhaam","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:5bnx84U35BQ5iKjcx5bDR7","Dhun Machavo","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-12-24","https://i.scdn.co/image/ab67616d0000b2738cbca34d6a40e16ffae8a421","1","12","262455","https://p.scdn.co/mp3-preview/a7fcd3d480187ccd71dd8f8b96db05fca2afddba?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.397","0.311","8","-11.926","1","0.0608","0.647","0","0.343","0.869","202.837","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:4Vt2LCRATiHd9w2UXrJwDf","Ranujama Pragatya Ramdevpeer","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:5bnx84U35BQ5iKjcx5bDR7","Dhun Machavo","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-12-24","https://i.scdn.co/image/ab67616d0000b2738cbca34d6a40e16ffae8a421","1","13","182218","https://p.scdn.co/mp3-preview/dfa623b9f3e9d5d063a790428b5673f1fc080cdc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","5","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.738","0.454","8","-11.214","1","0.0532","0.652","0","0.612","0.696","125.269","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:5q7QBtOLt8WDI1nQRhV9wq","Sacha Satsangma Re","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:5bnx84U35BQ5iKjcx5bDR7","Dhun Machavo","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-12-24","https://i.scdn.co/image/ab67616d0000b2738cbca34d6a40e16ffae8a421","1","14","251495","https://p.scdn.co/mp3-preview/5b0bcd52aa091b1a73c3bae6755e2ae9db649c1d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","4","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.514","0.385","8","-11.476","1","0.0634","0.697","0","0.454","0.678","113.288","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:7Ce77LcVJROZigVb9R1G8R","Shlok","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:0Uq9nQcEZPAjoASGNbj2wj","Dhuni Re Dhakhavi","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-12-24","https://i.scdn.co/image/ab67616d0000b27351fddb801435071e6ce20a80","1","1","50784","https://p.scdn.co/mp3-preview/b84eaa793af6d6974d25c5d20c2373487752dcd9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","6","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.288","0.0502","1","-23.611","1","0.0407","0.845","0","0.529","0.512","121.753","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:2VxOEM8shKTsYAOLfy63Bg","Hari Halve Halve Hankare","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:0Uq9nQcEZPAjoASGNbj2wj","Dhuni Re Dhakhavi","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-12-24","https://i.scdn.co/image/ab67616d0000b27351fddb801435071e6ce20a80","1","2","391457","https://p.scdn.co/mp3-preview/440ec26a94af4e2568597737dc83e60e282baf42?cid=9950ac751e34487dbbe027c4fd7f8e99","false","5","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.533","0.305","6","-19.484","1","0.028","0.63","0","0.544","0.48","104.779","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:2oAjL37ZeaQSzRsB7xkshK","Pankhidane Aa Pijaru","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:0Uq9nQcEZPAjoASGNbj2wj","Dhuni Re Dhakhavi","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-12-24","https://i.scdn.co/image/ab67616d0000b27351fddb801435071e6ce20a80","1","3","249215","https://p.scdn.co/mp3-preview/76c8235d9541d8ce935da597e438416281d127c8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","9","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.631","0.269","11","-19.366","1","0.0278","0.711","0","0.131","0.827","104.719","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:5YzFQjm4r6Davb9obpUfgU","Ek Laaj Aavya Manva","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:0Uq9nQcEZPAjoASGNbj2wj","Dhuni Re Dhakhavi","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-12-24","https://i.scdn.co/image/ab67616d0000b27351fddb801435071e6ce20a80","1","4","347313","https://p.scdn.co/mp3-preview/a0a12862b4f21a845f6eb64a354ec129a18a75f9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","5","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.576","0.298","4","-18.84","1","0.0273","0.479","0","0.111","0.793","104.82","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:1nQ0OV2CvopEeKfxpeHOzF","Jher To Picha Chhe Jaani Jaani","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:0Uq9nQcEZPAjoASGNbj2wj","Dhuni Re Dhakhavi","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-12-24","https://i.scdn.co/image/ab67616d0000b27351fddb801435071e6ce20a80","1","5","447814","https://p.scdn.co/mp3-preview/d315f84e192c7d39968539a5854eebf88338ccb3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","4","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.576","0.329","6","-18.784","1","0.0316","0.574","0","0.155","0.887","108.729","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:04YQls6SGEoPoxSRcIpzhN","Lagi Ram Bhajanani Lagani","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:0Uq9nQcEZPAjoASGNbj2wj","Dhuni Re Dhakhavi","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-12-24","https://i.scdn.co/image/ab67616d0000b27351fddb801435071e6ce20a80","1","6","246145","https://p.scdn.co/mp3-preview/7f54e6e24f543cc474d14b25b1dd50bbbeb93cb1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","3","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.596","0.372","6","-18.921","1","0.0334","0.687","0","0.0909","0.794","109.659","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:6dRuQ5TG4Pde6jbptB4Vgg","Tedu Re Aavyu Re Durna Gamanu","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:0Uq9nQcEZPAjoASGNbj2wj","Dhuni Re Dhakhavi","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-12-24","https://i.scdn.co/image/ab67616d0000b27351fddb801435071e6ce20a80","1","7","404237","https://p.scdn.co/mp3-preview/5cdc018602ac8bcc092e27a0c064631aa452f2e3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","4","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.554","0.259","11","-19.039","1","0.0277","0.416","0","0.456","0.571","104.835","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:6ZvhHXaQfUMniOSRhDT5uo","Bhitar No Bheru","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:0Uq9nQcEZPAjoASGNbj2wj","Dhuni Re Dhakhavi","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-12-24","https://i.scdn.co/image/ab67616d0000b27351fddb801435071e6ce20a80","1","8","302735","https://p.scdn.co/mp3-preview/bdf0355ef0907aa3f25cf9279e7f46a98edc1709?cid=9950ac751e34487dbbe027c4fd7f8e99","false","5","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.565","0.25","11","-18.704","1","0.0284","0.659","0","0.313","0.722","105.786","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:4VimjPOlrkxTjlkVMM4JXN","Rakhna Ramkda","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:0Uq9nQcEZPAjoASGNbj2wj","Dhuni Re Dhakhavi","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-12-24","https://i.scdn.co/image/ab67616d0000b27351fddb801435071e6ce20a80","1","9","291124","https://p.scdn.co/mp3-preview/30925513c5738458615b24d8908dd6256981a7ff?cid=9950ac751e34487dbbe027c4fd7f8e99","false","16","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.569","0.299","11","-18.124","1","0.028","0.652","0","0.395","0.655","107.769","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:48flTuGoIL51iZx7TN0F8e","Hari Tu Gadu Maru Kya Lai Jay","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:0Uq9nQcEZPAjoASGNbj2wj","Dhuni Re Dhakhavi","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-12-24","https://i.scdn.co/image/ab67616d0000b27351fddb801435071e6ce20a80","1","10","321354","https://p.scdn.co/mp3-preview/d22707295f816ea1c4d4bbea6f38980e95225963?cid=9950ac751e34487dbbe027c4fd7f8e99","false","25","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.593","0.389","11","-18.341","1","0.0334","0.701","0","0.324","0.741","109.771","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:2SQ257qDpT1X0FGIYYmNG5","Dhuni Re Dhakhavi","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:0Uq9nQcEZPAjoASGNbj2wj","Dhuni Re Dhakhavi","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-12-24","https://i.scdn.co/image/ab67616d0000b27351fddb801435071e6ce20a80","1","11","383549","https://p.scdn.co/mp3-preview/19f5383de737a096801e50e41506489e80b0c5ab?cid=9950ac751e34487dbbe027c4fd7f8e99","false","22","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.623","0.366","6","-17.961","1","0.0341","0.549","0","0.217","0.886","111.755","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:5nDY0umBYxzCKoLuE5KZLT","Lekh Lakhe Sauna Vidhata","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:1pc44JZbFWvfFJEH8p5SWc","Manav Vedna - Manav Katha, Pt. 5 (Marmik Bhajan)","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-05-20","https://i.scdn.co/image/ab67616d0000b273f0bf54198f43e37f18658c27","1","1","467480","https://p.scdn.co/mp3-preview/e027952924cc0e342bc01ef340e0c1339e6a5c0e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.612","0.379","8","-14.411","1","0.0275","0.525","0","0.0575","0.72","97.36","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:7kpbjAtph9l3zvF3TwlK5u","Dharam Karam Na Beu Baddiya","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:1pc44JZbFWvfFJEH8p5SWc","Manav Vedna - Manav Katha, Pt. 5 (Marmik Bhajan)","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-05-20","https://i.scdn.co/image/ab67616d0000b273f0bf54198f43e37f18658c27","1","2","467013","https://p.scdn.co/mp3-preview/556ce23e8d2b5d0f0a86069667ddb2b9cfec701c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.46","0.39","1","-13.265","1","0.034","0.618","0","0.0627","0.798","183.665","1","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:3hrvNNiUybhdLxxbQwgb01","Prabhu Mari Aa Jindagi","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:1pc44JZbFWvfFJEH8p5SWc","Manav Vedna - Manav Katha, Pt. 5 (Marmik Bhajan)","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-05-20","https://i.scdn.co/image/ab67616d0000b273f0bf54198f43e37f18658c27","1","3","392866","https://p.scdn.co/mp3-preview/df2b147874b4129bf946828a1306d9736f6c5c14?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.608","0.35","0","-14.026","1","0.0301","0.517","0.0000108","0.0909","0.636","101.016","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:0aVLeqP2mQGCVI99dcsUo3","Manav Thaine Aavyo Jagma","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:1pc44JZbFWvfFJEH8p5SWc","Manav Vedna - Manav Katha, Pt. 5 (Marmik Bhajan)","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-05-20","https://i.scdn.co/image/ab67616d0000b273f0bf54198f43e37f18658c27","1","4","519786","https://p.scdn.co/mp3-preview/150a55d2f35cee5e543974636e104325b731cc2f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","17","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.66","0.495","8","-12.848","0","0.0384","0.418","0","0.131","0.907","97.881","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:0AdbBtaINQ512WqS1ZP0Fr","Janam Maran Nu Koi Na Thikanu","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:1pc44JZbFWvfFJEH8p5SWc","Manav Vedna - Manav Katha, Pt. 5 (Marmik Bhajan)","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-05-20","https://i.scdn.co/image/ab67616d0000b273f0bf54198f43e37f18658c27","1","5","510986","https://p.scdn.co/mp3-preview/01420b1d9dbc8b93b309e691b55729349bac5fcc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.629","0.484","8","-13.357","1","0.03","0.635","0","0.0988","0.806","92.822","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:2IYK5eaImGOEcuibAzCftM","Kaliyug No Aa Manav Tujne","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:1pc44JZbFWvfFJEH8p5SWc","Manav Vedna - Manav Katha, Pt. 5 (Marmik Bhajan)","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-05-20","https://i.scdn.co/image/ab67616d0000b273f0bf54198f43e37f18658c27","1","6","278360","https://p.scdn.co/mp3-preview/2c0ec26edb814d049747a99eabfa93e5e1177b32?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.643","0.477","3","-12.062","1","0.0319","0.482","0","0.0833","0.854","117.706","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:0DlEYuovVBgrLDKNLbfpLQ","Janam Laine Aavo Prabhuji","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:1pc44JZbFWvfFJEH8p5SWc","Manav Vedna - Manav Katha, Pt. 5 (Marmik Bhajan)","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-05-20","https://i.scdn.co/image/ab67616d0000b273f0bf54198f43e37f18658c27","1","7","505533","https://p.scdn.co/mp3-preview/5e997ab864cd37eca4552d407be27846768f4b34?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.657","0.38","9","-13.416","0","0.0268","0.638","0.00000238","0.105","0.437","95.805","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:6FAK3lS1ckaATstXjHvk02","Samayni Vaat Koina Jane","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:1Gj1Cu8nPSBfqyIrdzGL2c","Samayni Vaat Koina Jane (Marmik Bhajan)","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-05-20","https://i.scdn.co/image/ab67616d0000b2730a1c1a3ffd939b7cc607c4b1","1","1","585683","https://p.scdn.co/mp3-preview/149edd9066e5f696b606616fdfa2422d65e6fd03?cid=9950ac751e34487dbbe027c4fd7f8e99","false","17","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.543","0.629","5","-4.522","1","0.0258","0.546","0","0.199","0.359","91.877","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:4fNK9qb8ajN4fZQYzIKR7L","Samay Chhe Jagma Mahaan Re","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:1Gj1Cu8nPSBfqyIrdzGL2c","Samayni Vaat Koina Jane (Marmik Bhajan)","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-05-20","https://i.scdn.co/image/ab67616d0000b2730a1c1a3ffd939b7cc607c4b1","1","2","410733","https://p.scdn.co/mp3-preview/3d9e50b3954fb030b53dba574fa2df36d0940fbe?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.602","0.614","5","-4.712","1","0.0306","0.605","0","0.356","0.699","114.874","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:1HAvmRSnFP6o6swCnvzFM6","Samay Aavyo Chhe Kalyug Kero","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:1Gj1Cu8nPSBfqyIrdzGL2c","Samayni Vaat Koina Jane (Marmik Bhajan)","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-05-20","https://i.scdn.co/image/ab67616d0000b2730a1c1a3ffd939b7cc607c4b1","1","3","403386","https://p.scdn.co/mp3-preview/0e196a77df4ea3cbd0839fba7904c0783b3dc17f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.604","0.594","10","-3.25","1","0.0291","0.761","0","0.0955","0.716","117.678","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:7qQQn03bs72C6ZsDOh9urb","Bhai Tu Bhajilene Kirtaar","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:1Gj1Cu8nPSBfqyIrdzGL2c","Samayni Vaat Koina Jane (Marmik Bhajan)","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-05-20","https://i.scdn.co/image/ab67616d0000b2730a1c1a3ffd939b7cc607c4b1","1","4","381613","https://p.scdn.co/mp3-preview/b388e08413201bde321a62e6d9abc7a657fda5d3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","15","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.477","0.614","10","-3.935","1","0.0287","0.635","0","0.0526","0.568","118.302","1","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:61NfEhsDTLZA2AHi55oYyr","Kalyugni Endhani","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:1Gj1Cu8nPSBfqyIrdzGL2c","Samayni Vaat Koina Jane (Marmik Bhajan)","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-05-20","https://i.scdn.co/image/ab67616d0000b2730a1c1a3ffd939b7cc607c4b1","1","5","493240","https://p.scdn.co/mp3-preview/3bc1028bdcd2a40b8943db776c8b5cb6437d0958?cid=9950ac751e34487dbbe027c4fd7f8e99","false","15","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.553","0.558","0","-5.042","0","0.0279","0.666","0","0.115","0.632","78.747","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:1ayFBLryYPyugCbmarIR7P","Jiv Tu Bhajilene Bhagwan","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:1Gj1Cu8nPSBfqyIrdzGL2c","Samayni Vaat Koina Jane (Marmik Bhajan)","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-05-20","https://i.scdn.co/image/ab67616d0000b2730a1c1a3ffd939b7cc607c4b1","1","6","556333","https://p.scdn.co/mp3-preview/23b14c198871c71cedf8ef96a2c840776a08d33a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","14","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.64","0.611","5","-4.589","1","0.0264","0.623","0","0.0837","0.553","109.687","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:1PZ1GHWMWDDrKET4igJtdf","Samay Aavyo Chhe Kevo Aaj","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:1Gj1Cu8nPSBfqyIrdzGL2c","Samayni Vaat Koina Jane (Marmik Bhajan)","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-05-20","https://i.scdn.co/image/ab67616d0000b2730a1c1a3ffd939b7cc607c4b1","1","7","406786","https://p.scdn.co/mp3-preview/aeb4afb6abb2b03b42dc5c9eec826d59fa226982?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.337","0.866","10","-3.899","1","0.0569","0.588","0","0.0988","0.84","128.839","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:6bjTRSZwGbrSppplYVvtI8","Manav Tu Na Kar Guman","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","spotify:album:1Gj1Cu8nPSBfqyIrdzGL2c","Samayni Vaat Koina Jane (Marmik Bhajan)","spotify:artist:6SLyfZLFgTmvDJh8XhzESU","Hemant Chauhan","2016-05-20","https://i.scdn.co/image/ab67616d0000b2730a1c1a3ffd939b7cc607c4b1","1","8","346960","https://p.scdn.co/mp3-preview/e968158d5d94a008d026821a49479933df60dacf?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba","0.629","0.563","10","-4.729","0","0.0282","0.777","0","0.251","0.583","114.804","4","","Ekta Sound","C RDC Media Pvt Ltd, P Ekta Sound"
"spotify:track:73jMHLi8lDGPnGgABPUIXV","Om Jai Umiya Mata Aarti","spotify:artist:7BrDifKsHSkkGMzpmXImEc, spotify:artist:63AYSaBUnGDb7g4SA6i5WU","Dipali Somaiya, Praful Dave","spotify:album:4JHuxDWF0Du4eD4HXFFu8m","Shree Uma Vandana","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2016-03-15","https://i.scdn.co/image/ab67616d0000b273f97fc8d31148bd2d0e3195b1","1","1","486974","","false","1","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","bhajan,gujarati garba,gujarati pop","0.424","0.396","1","-9.723","0","0.0714","0.401","0","0.173","0.499","105.628","4","","Param Media","C 2016 Param Media, P 2016 Param Media"
"spotify:track:4sZLJf26y6S6PkdsylzaP0","Aavo Aavo Ne","spotify:artist:5ZPIeIk1hFDTaZPWIrbml2, spotify:artist:7cVS3h9jgFciBdR0pDCXWG","Suchita Vaz, Appu","spotify:album:4JHuxDWF0Du4eD4HXFFu8m","Shree Uma Vandana","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2016-03-15","https://i.scdn.co/image/ab67616d0000b273f97fc8d31148bd2d0e3195b1","1","2","495020","","false","0","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","gujarati garba","0.526","0.557","5","-9.884","0","0.0409","0.348","0","0.354","0.921","94.77","4","","Param Media","C 2016 Param Media, P 2016 Param Media"
"spotify:track:6o9I5QcvcLuAjWrW3jdM5l","Jai Umiya Maa","spotify:artist:63AYSaBUnGDb7g4SA6i5WU","Praful Dave","spotify:album:4JHuxDWF0Du4eD4HXFFu8m","Shree Uma Vandana","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2016-03-15","https://i.scdn.co/image/ab67616d0000b273f97fc8d31148bd2d0e3195b1","1","3","841952","","false","0","spotify:user:31x7qx7oop27jv7dwdojtshrcfqu","2021-12-13T10:48:56Z","gujarati garba,gujarati pop","0.743","0.684","8","-8.321","1","0.0396","0.336","0.00000964","0.0845","0.943","93.202","4","","Param Media","C 2016 Param Media, P 2016 Param Media"
